"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"FUN_CODE_178e","CODE:178e","Function","Global","Default","4","0"
"FUN_CODE_4b8b","CODE:4b8b","Function","Global","Default","1","0"
"FUN_CODE_17a9","CODE:17a9","Function","Global","Default","1","0"
"FUN_CODE_a6f6","CODE:a6f6","Function","Global","Default","1","0"
"FUN_CODE_a6fd","CODE:a6fd","Function","Global","Default","5","0"
"FUN_CODE_b349","CODE:b349","Function","Global","Default","1","0"
"FUN_CODE_2a10","CODE:2a10","Function","Global","Default","1","0"
"FUN_CODE_a66d","CODE:a66d","Function","Global","Default","4","0"
"FUN_CODE_a940","CODE:a940","Function","Global","Default","1","0"
"FUN_CODE_9d91","CODE:9d91","Function","Global","Default","1","0"
"FUN_CODE_a723","CODE:a723","Function","Global","Default","1","0"
"FUN_CODE_bd76","CODE:bd76","Function","Global","Default","1","0"
"FUN_CODE_dfab","CODE:dfab","Function","Global","Default","1","0"
"FUN_CODE_8756","CODE:8756","Function","Global","Default","1","0"
"FUN_CODE_e5e5","CODE:e5e5","Function","Global","Default","1","0"
"FUN_CODE_d9d5","CODE:d9d5","Function","Global","Default","1","0"
"FUN_CODE_e239","CODE:e239","Function","Global","Default","1","0"
"FUN_CODE_b571","CODE:b571","Function","Global","Default","1","0"
"FUN_CODE_e963","CODE:e963","Function","Global","Default","1","0"
"FUN_CODE_e966","CODE:e966","Function","Global","Default","1","0"
"FUN_CODE_cfd5","CODE:cfd5","Function","Global","Default","1","0"
"FUN_CODE_cb2d","CODE:cb2d","Function","Global","Default","2","0"
"FUN_CODE_bc88","CODE:bc88","Function","Global","Default","1","0"
"FUN_CODE_e00c","CODE:e00c","Function","Global","Default","1","0"
"FUN_CODE_0610","CODE:0610","Function","Global","Default","1","0"
"FUN_CODE_bd17","CODE:bd17","Function","Global","Default","1","0"
"FUN_CODE_cf28","CODE:cf28","Function","Global","Default","1","0"
"FUN_CODE_0cb9","CODE:0cb9","Function","Global","Default","1","0"
"FUN_CODE_d7cd","CODE:d7cd","Function","Global","Default","1","0"
"FUN_CODE_cadf","CODE:cadf","Function","Global","Default","1","0"
"FUN_CODE_cb0f","CODE:cb0f","Function","Global","Default","4","0"
"FUN_CODE_cb23","CODE:cb23","Function","Global","Default","1","0"
"FUN_CODE_ca0d","CODE:ca0d","Function","Global","Default","2","0"
"FUN_CODE_cad5","CODE:cad5","Function","Global","Default","1","0"
"FUN_CODE_cae6","CODE:cae6","Function","Global","Default","1","0"
"FUN_CODE_cb26","CODE:cb26","Function","Global","Default","1","0"
"FUN_CODE_bc70","CODE:bc70","Function","Global","Default","3","0"
"FUN_CODE_bcb8","CODE:bcb8","Function","Global","Default","2","0"
"FUN_CODE_e5b1","CODE:e5b1","Function","Global","Default","2","0"
"FUN_CODE_bd09","CODE:bd09","Function","Global","Default","1","0"
"FUN_CODE_e95f","CODE:e95f","Function","Global","Default","1","0"
"FUN_CODE_0615","CODE:0615","Function","Global","Default","1","0"
"FUN_CODE_cb1c","CODE:cb1c","Function","Global","Default","1","0"
"FUN_CODE_1cc8","CODE:1cc8","Function","Global","Default","2","0"
"FUN_CODE_4f77","CODE:4f77","Function","Global","Default","1","0"
"FUN_CODE_bca5","CODE:bca5","Function","Global","Default","1","0"
"FUN_CODE_a740","CODE:a740","Function","Global","Default","1","0"
"FUN_CODE_b28c","CODE:b28c","Function","Global","Default","1","0"
"FUN_CODE_b6cf","CODE:b6cf","Function","Global","Default","1","0"
"FUN_CODE_d21e","CODE:d21e","Function","Global","Default","1","0"
"FUN_CODE_deb1","CODE:deb1","Function","Global","Default","1","0"
"FUN_CODE_b850","CODE:b850","Function","Global","Default","1","0"
"FUN_CODE_c73c","CODE:c73c","Function","Global","Default","1","0"
"FUN_CODE_d357","CODE:d357","Function","Global","Default","1","0"
"jumper_e5","CODE:39d2","Instruction Label","Global","User Defined","1","0"
"jumper_e6","CODE:39b4","Instruction Label","Global","User Defined","1","0"
"jumper_e4","CODE:39cd","Instruction Label","Global","User Defined","1","0"
"default_handler_of_cmd_err","CODE:01a6","Instruction Label","Global","User Defined","1","0"
"usb_cmd_proc","CODE:0e5b","Instruction Label","Global","User Defined","1","0"
"fill_scsi_resp_2","CODE:41eb","Instruction Label","Global","User Defined","1","0"
"int_reset","CODE:431a","Instruction Label","Global","User Defined","1","0"
"mb_indirecT_setter","CODE:a2df","Thunk Function","Global","Default","12","0"
"mb_indirecT_setter","CODE:a327","Thunk Function","Global","Default","2","0"
"write_r4_r7_into_r0","CODE:313a","Thunk Function","Global","Default","2","0"
"thunk_FUN_CODE_de16","CODE:e96c","Thunk Function","Global","Default","1","0"
"mb_indirecT_setter","CODE:bc9f","Thunk Function","Global","Default","3","0"
"mb_indirecT_setter","CODE:cc62","Thunk Function","Global","Default","3","0"
"mb_indirecT_setter","CODE:a348","Thunk Function","Global","Default","2","0"
"mb_indirecT_setter","CODE:a2f9","Thunk Function","Global","Default","3","0"
"mb_indirecT_setter","CODE:a31c","Thunk Function","Global","Default","2","0"
"mb_indirecT_setter","CODE:e7f8","Thunk Function","Global","Default","2","0"
"mb_indirecT_setter","CODE:a30c","Thunk Function","Global","Default","1","0"
